MovieID,Year,Genres,title,overview
270,1994,Drama|Romance,Love Affair,"French playboy Michel Marnet and American Terry McKay fall in love during the transatlantic passage of a ship. They arrange to reunite six months later, if neither has changed their mind."
271,1995,Drama,Losing Isaiah,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody."
272,1994,Drama,,
273,1994,Drama|Horror,Mary Shelley's Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions."
274,1995,Comedy,Man of the House,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer."
274,1995,Comedy,Man of the House,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.
275,1994,Comedy,Mixed Nuts,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.
276,1994,Comedy|Romance,Milk Money,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession."
277,1994,Drama,Miracle on 34th Street,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in."
277,1994,Drama,Miracle on 34th Street,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete many begin to question if he truly is Santa Claus while others question his sanity."
278,1995,Comedy,Miami Rhapsody,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family."
279,1995,Drama,My Family,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930's. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the 50's. As the second generation become adults in the 60's, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent."
280,1995,Drama|Thriller,Murder in the First,"Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame."
281,1994,Drama,Nobody's Fool,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life."
281,1994,Drama,Nobody's Fool,"Cassie has a miserable job in a bar, is lonely and depressed. Her boyfriend left her when she told him that she's pregnant. After several failed suicide attempts she'd given away her baby for adoption - and regrets it now. When a theater group from L.A. comes to the small town Buckeye, she meets stage technician Riley. Discreetly he starts wooing her... she likes him very much, but still has feelings for her former boyfriend Billy too."
282,1994,Drama,Nell,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets."
283,1995,Crime|Drama,New Jersey Drive,"New Jersey Drive is a 1995 film about black youths in Newark, New Jersey, the unofficial ""car theft capital of the world"". Their favorite pastime is that of everybody in their neighborhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects."
284,1996,Action|Crime,New York Cop,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?"
285,1993,Drama|Horror,Beyond Bedlam,An experiment gone awry places a neurologist (Elizabeth Hurley) and a homicide detective (Craig Fairbrass) in a psychopath's (Keith Allen) nightmarish world.
286,1995,Action|Sci-Fi|Thriller,,
287,1994,Comedy|Romance,Nina Takes a Lover,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more."
288,1994,Action|Thriller,Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.
289,1994,Comedy|Romance,Only You,"A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?"
290,1994,Crime|Drama,Once Were Warriors,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband."
291,1995,Thriller,,
292,1995,Action|Drama|Thriller,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House."
293,1994,Crime|Drama|Romance|Thriller,,
294,1995,Comedy|Romance,,
295,1995,Comedy|Romance,,
296,1994,Crime|Drama,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
297,1995,Drama,Panther,Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points.
298,1992,Comedy,Pushing Hands,"The story is about an elderly Chinese tai chi chuan teacher and grandfather who emigrates from Beijing to live with his son, American daughter-in-law, and grandson in a New York City suburb. The grandfather is increasingly distanced from the family as a ""fish out of water"" in Western culture."
299,1994,Drama,Priest,"Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another."
299,1994,Drama,Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess."
300,1994,Drama,Quiz Show,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.
301,1995,Drama|Romance,Picture Bride,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life."
302,1994,Drama|Romance,,
303,1995,Action|Adventure|Western,,
304,1995,Comedy|Drama,Roommates,
305,1994,Comedy,,
306,1994,Drama,Three Colors: Red,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.
307,1993,Drama,Three Colors: Blue,A woman struggles to find a way to live her life after the death of her husband and child.
308,1994,Drama,Three Colors: White,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland."
309,1994,Drama,"Red Firecracker, Green Firecracker","A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day, an itinerant painter is hired to decorate the doors and vases at the factory. The woman, forbidden to marry and thereby involve outsiders in the factory ownership, finds herself drawn to the headstrong painter. When they fall in love, the situation throws her entire life into disarray"
310,1995,Comedy,Rent-a-Kid,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers..."
311,1994,Horror|Thriller,Relative Fear,"Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?"
312,1995,Comedy,Stuart Saves His Family,"Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices."
313,1994,Animation|Children's,,
314,1994,Drama,,
315,1994,Action,,
316,1994,Action|Adventure|Sci-Fi,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
317,1994,Children's|Comedy|Fantasy,,
318,1994,Drama,,
319,1994,Thriller,Shallow Grave,Three friends discover their new flatmate dead but loaded with cash.
320,1993,Film-Noir|Thriller,Suture,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?"
321,1993,Drama,,
322,1995,Comedy|Drama,Swimming with Sharks,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss."
324,1994,Comedy,,
325,1995,Comedy,,
326,1994,Drama,,
327,1995,Action|Comedy|Musical|Sci-Fi,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply."
328,1995,Horror,,
329,1994,Action|Adventure|Sci-Fi,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.
330,1995,Comedy|Horror,Tales from the Hood,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.
331,1994,Drama,Tom & Viv,"The story of the marriage of the poet TS Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaeological and emotional problems and his growing fame."
332,1995,Horror|Sci-Fi,Village of the Damned,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane."
332,1995,Horror|Sci-Fi,Village of the Damned,"In a small English village everyone suddenly falls unconscious. When they awake every woman of child bearing age is pregnant. The resulting children have the same strange blond hair, eyes and a strong connection to each other."
333,1995,Comedy,Tommy Boy,"Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day."
334,1994,Drama,Vanya on 42nd Street,"An uninterrupted rehersal of Chekhov's ""Uncle Vanya"" played out by a company of actors. The setting is their run down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten."
335,1995,Mystery|Thriller,,
336,1995,Drama|War,,
337,1993,Drama,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life."
338,1995,Sci-Fi|Thriller,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him."
339,1995,Comedy|Romance,While You Were Sleeping,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be."
340,1994,Adventure|Drama,,
341,1994,Drama,Double Happiness,"Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip."
342,1994,Comedy|Romance,Muriel's Wedding,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious."
343,1995,Children's,,
344,1994,Comedy,Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!"
345,1994,Comedy|Drama,,
346,1993,Drama|Musical,Backbeat,"Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe (played by Stephen Dorff) and John Lennon (played by Ian Hart), and also with Sutcliffe's German girlfriend Astrid Kirchherr (played by Sheryl Lee)."
347,1992,Drama,Bitter Moon,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy."
348,1994,Comedy,Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important."
349,1994,Action|Adventure|Thriller,Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
350,1994,Drama|Mystery|Thriller,,
351,1994,Comedy|Drama|Romance,"Corrina, Corrina","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople."
352,1994,Comedy,Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn."
353,1994,Action|Romance|Thriller,,
354,1994,Drama,Cobb,"Al Stump is a famous sports-writer chosen by Ty Cobb to co-write his official, authorized 'autobiography' before his death. Cobb, widely feared and despised, feels misunderstood and wants to set the record straight about 'the greatest ball-player ever,' in his words."
355,1994,Children's|Comedy,,
356,1994,Comedy|Romance|War,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability."
357,1994,Comedy|Romance,Four Weddings and a Funeral,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.
358,1995,Drama,Higher Learning,"Malik (Omar Epps) is an African-American student attending on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge (Ice Cube), a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America."
359,1994,Comedy|Drama|Romance,I Like It Like That,"Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino. Things get even worse when Chino goes to jail and Lisette gets a good job uptown. Can this marriage be saved?"
360,1994,Action|Comedy,I Love Trouble,"Rival Chicago reporters Sabrina Peterson (Roberts) and Peter Brackett (Nolte) reluctantly join forces to uncover a train wreck conspiracy and bite off more than they can chew while pursuing the story and bickering along the way - and falling in love, despite the fact that he's many years older than she.Sabrina is an ambitious, gifted reporter willing to do whatever it takes to learn the truth about the train accident, which leads her into conflict, then reluctant partnership, with fading star newsman Peter who works for a rival paper. He is her polar opposite: he chases women, smokes cigars, and has just published his first novel. During their pursuit of the story, Peter and Sabrina clash over virtually everything - he also subjects Sabrina to indecent exposure in front of a group of boy scouts after he catches her skinny dipping."
360,1994,Action|Comedy,I Love Trouble,A wealthy man hires a detective to investigate his wife's mysterious past.
361,1994,Drama|Romance,It Could Happen to You,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money."
362,1994,Adventure|Children's|Romance,,
363,1993,Documentary,,
364,1994,Animation|Children's|Musical,,
365,1993,Drama,Little Buddha,Little Buddha is a movie about the life of Siddhartha starring Keanu Reeves and Bridget Fonda and directed by Bernardo Bertolucci.
366,1994,Horror,,
367,1994,Comedy|Crime|Fantasy,,
368,1994,Action|Comedy|Western,Maverick,"Maverick is a gambler who would rather con someone than fight them. He needs an additional three thousand dollars in order to enter a Winner Take All poker game that begins in a few days. He tries to win some, tries to collect a few debts, and recover a little loot for the reward. He joins forces with a woman gambler with a marvelous southern accent as the two both try and enter the game."
369,1994,Drama,Mrs. Parker and the Vicious Circle,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair."
370,1994,Comedy,,
371,1994,Comedy|Drama,,
372,1994,Comedy|Drama,Reality Bites,"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be."
373,1992,Thriller,Red Rock West,"When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle."
374,1994,Children's|Comedy,,
375,1994,Drama,Safe Passage,A mother with seven sons feels like she's losing control of her life and her family. But personal...
376,1994,Action|Thriller,,
377,1994,Action|Romance|Thriller,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end."
378,1994,Comedy|Romance,Speechless,A romantic comedy. Michael Keaton and Geena Davis are speechwriters for competing political campaigns. Witty and amusing for the political junkies amongst us.
379,1994,Action|Sci-Fi,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past."
380,1994,Action|Adventure|Comedy|Romance,True Lies,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them."
381,1994,Drama,When a Man Loves a Woman,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior."
382,1994,Drama|Horror,Wolf,Publisher Will Randall becomes a werewolf and has to fight to keep his job.
382,1994,Drama|Horror,Wolf,"Based on a true story. In the 70s, during the last stages of Franco's dictatorship, Txema, a basque construction worker, is arrested because of his connection to some terrorists who have just committed a murder. The secret service see in him an ideal candidate to infiltrate the terrorist band ETA and become a mole, so they try to offer him a deal if he will do so."
382,1994,Drama|Horror,Wolf,"A young boxer is making a name for himself inside the ring. Outside the ring, he is sucked into a world of crime. He becomes increasingly entangled in his own ambition."
382,1994,Drama|Horror,Wolf,"A story from the wilderness, where conditions of survival challenge the rules of modern society, Wolf is a contemporary drama set in northern Scandinavia. Klemens (Peter Stormare) and Nejla (Robin Lundberg) own a small herd of reindeer. Klemens lives in tune with nature and according to the rhythm dictated by his work. His young nephew, Nejla admires him and wants to follow in his footsteps. But neither his mother nor society will allow that to happen. The herd is attacked and they react without regard for the law. A well aimed stroke of the axe puts relationships to the test. What are the consequences and who will take the blame?"
383,1994,Western,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's."
384,1995,Action,Bad Company,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???"
384,1995,Action,Bad Company,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother."
384,1995,Action,Bad Company,"Jeff Bridges stars as young con man named Jake Rumsey in this highly original Western. After Drew Dixon (Barry Brown), an upright young man, is sent west by his religious family to avoid being drafted into the Civil War, he drifts across the land with a loose confederation of young vagrants."
385,1994,Drama,,
386,1994,Drama,S.F.W.,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.
387,1994,Action|Comedy,,
388,1995,Drama,,
389,1994,Drama|Romance|War,,
390,1965,Action|Comedy|Drama,,
391,1994,Crime|Drama,Jason's Lyric,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.
392,1993,Adventure|Children's,,
393,1994,Action,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.
394,1995,Action,Coldblooded,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together."
395,1995,Drama,Desert Winds,"Jackie and Eugene are joined by a mystical wind tunnel which enables them to speak across a 500-mile desert. Believed by the Indians to be an omen of good luck, the wind inspires both characters to face their fears and follow their hearts."
396,1995,Drama,Fall Time,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys."
397,1995,Horror,,
398,1995,Documentary,Frank and Ollie,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!"
399,1995,Drama,Girl in the Cadillac,"A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run."
400,1995,Drama,Homage,"The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns."
401,1995,Action|Thriller,Mirage,Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.
401,1995,Action|Thriller,Mirage,"New York City. David Stillwell struggles to recover his memory before the people who are trying to kill him succeed. Who is he, who are they, and why is he surrounded by murder?"
401,1995,Action|Thriller,Mirage,"As Macedonia faces its difficult transition, a boy escapes into a world of his own creation."
402,1996,Comedy,Open Season,"When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire."
402,1996,Comedy,Open Season,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters."
403,1995,Comedy|Crime|Drama,,
404,1994,Documentary,Brother Minister: The Assassination of Malcolm X,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the ..."
405,1994,Action|Sci-Fi,,
406,1994,Drama,Federal Hill,"In Providence's Italian neighborhood, Federal Hill, five young are immersed in drugs, crime and violence. Everything changes when one of the guys in the band know love."
407,1995,Horror|Thriller,In the Mouth of Madness,"With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End."
408,1994,Drama,8 Seconds,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert."
409,1994,Drama,Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard."
410,1993,Comedy,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands."
411,1994,Comedy,,
412,1993,Drama,,
413,1994,Comedy,Airheads,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an AM rock station and hold the deejays hostage until they agree to broadcast the band's tape.
414,1994,Comedy,,
415,1993,Comedy|Thriller,Another Stakeout,"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill."
416,1994,Western,Bad Girls,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily."
416,1994,Western,Bad Girls,A rebellious teen butts heads with the teachers at an all-girl charm school in Mexico City.
417,1994,Comedy|Romance,Barcelona,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community."
418,1993,Drama,Being Human,One man must learn the meaning of courage across four lifetimes centuries apart.
419,1993,Comedy,,
420,1994,Action|Comedy,Beverly Hills Cop III,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss."
